candidate_id,dataset,sample_id,model_key,source,model_prediction,operation,edit_start,edit_end,source_text,target_text,edit_description,edit_validity,rule_text,evidence_spans_json,rationale,confidence,human_alignment_error,human_validity_error,human_wrong_rule,human_inapplicable_rule,human_missing_evidence,human_wrong_evidence,human_generic_explanation,human_edit_copy,human_semantic_distortion,human_unsupported_confidence,human_notes,human_decision,bucket,audit_priority,candidate_type,behavior,error_type,risk_count,risk_reasons
rf-edit-0051::qwen3_8b::natural,EXPECT,expect-test-00018,gector_roberta_base,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .",I live in San Miguel Almoloyan . This is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it .,replace,25,26,of,for,Replace 'of' with 'for' in the phrase 'Caring of the environment',valid,"The preposition 'for' is used to indicate purpose or relation to something, while 'of' indicates possession or composition.","[{""end"": 29, ""role"": ""target"", ""start"": 25, ""text"": ""Caring of the environment""}]","The phrase 'Caring of the environment' is grammatically incorrect because 'of' does not convey the intended relationship between the action (caring) and its object (the environment). The correct preposition to use here is 'for', which indicates purpose or relation to something.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,correct_correction,R:PREP,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0051::qwen3_8b::rule_grounded,EXPECT,expect-test-00018,gector_roberta_base,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .",I live in San Miguel Almoloyan . This is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it .,replace,25,26,of,for,Replace 'of' with 'for' in the phrase 'Caring of the environment',valid,"The preposition 'for' is used to indicate purpose or relation to something, whereas 'of' indicates possession or composition.","[{""end"": 29, ""role"": ""target"", ""start"": 25, ""text"": ""Caring of the environment""}]","The phrase 'Caring of the environment' is grammatically incorrect because 'of' does not convey the intended relationship between the action (caring) and its target (the environment). The correct preposition to use here is 'for', which indicates purpose or relation.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,correct_correction,R:PREP,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0052::qwen3_8b::natural,JFLEG,jfleg-dev-0017,gector_roberta_base,because they spent time unmeaningful subjects .,because they spent time on important subjects .,replace,4,5,unmeaningful,on important,Replace 'unmeaningful' with 'on important',invalid,A preposition must follow a verb when indicating direction or relation.,"[{""end"": 13, ""role"": ""source"", ""start"": 4, ""text"": ""unmeaningful""}, {""end"": 18, ""role"": ""target"", ""start"": 4, ""text"": ""on important""}]","The original phrase 'spent time unmeaningful subjects' is grammatically incorrect because it lacks a preposition after the verb 'spent'. The replacement 'on important subjects' introduces a preposition ('on') which is necessary for proper syntax, but the edit incorrectly replaces the adjective 'unmeaningful' with the prepositional phrase 'on important', which is structurally invalid. The correct edit would be to add 'on' after 'spent time', not to replace 'unmeaningful' with 'on important'.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,wrong_correction,R:OTHER,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0068::qwen3_8b::natural,JFLEG,jfleg-dev-0021,gector_roberta_base,We have to know this problem it 's serious but almost people doens't know about this .,"We should know about this problem . It 's serious , but most people do know about it .",replace,10,11,almost,most,Replace 'almost' with 'most',acceptable_alternative,"Use 'most' to indicate a majority when referring to people or things, especially in formal writing.","[{""end"": 14, ""role"": ""original"", ""start"": 10, ""text"": ""almost""}, {""end"": 14, ""role"": ""modified"", ""start"": 10, ""text"": ""most""}]","The word 'almost' suggests that very few people know about the issue, which contradicts the following statement that 'most people do know about it.' Replacing 'almost' with 'most' creates consistency in meaning and aligns with the intended message that the problem is serious but widely recognized.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,correct_correction,R:OTHER,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0081::qwen3_8b::natural,EXPECT,expect-test-00054,gector_roberta_base,He has ever been with me .,He has always been with me .,replace,2,3,ever,always,Replace 'ever' with 'always' in the sentence.,valid,"Use 'always' to indicate continuous or ongoing action over time, whereas 'ever' is used to ask about past experiences or occurrences.","[{""end"": 6, ""role"": ""source"", ""start"": 2, ""text"": ""He has ever been with me""}, {""end"": 8, ""role"": ""target"", ""start"": 2, ""text"": ""He has always been with me""}]","The word 'ever' is typically used in questions or negative statements to imply a lack of experience, while 'always' correctly conveys the idea of continuous presence over time. Replacing 'ever' with 'always' makes the sentence grammatically accurate and semantically appropriate.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,correct_correction,R:ADV,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0111::qwen3_8b::natural,EXPECT,expect-test-00006,gector_roberta_base,I hope my house will win the champion next year .,I hope my house will win the championship next year .,replace,7,8,champion,championship,Replace 'champion' with 'championship',valid,Use the correct noun form when referring to a title or award.,"[{""end"": 13, ""role"": ""error"", ""start"": 7, ""text"": ""champion""}, {""end"": 13, ""role"": ""correction"", ""start"": 7, ""text"": ""championship""}]","The word 'champion' is an adjective or noun form that refers to the winner, while 'championship' is the correct noun form to describe the title or prize being won. Using 'championship' makes the sentence grammatically accurate and semantically precise in the context of winning a title.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,correct_correction,R:MORPH,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0111::qwen3_8b::rule_grounded,EXPECT,expect-test-00006,gector_roberta_base,I hope my house will win the champion next year .,I hope my house will win the championship next year .,replace,7,8,champion,championship,Replace 'champion' with 'championship',acceptable_alternative,use the appropriate noun form when referring to a competition or title,"[{""end"": 12, ""role"": ""error"", ""start"": 7, ""text"": ""champion""}, {""end"": 15, ""role"": ""correct"", ""start"": 7, ""text"": ""championship""}]","the word 'champion' is typically used as an adjective or noun to describe a winner, while 'championship' is the correct noun form to refer to the title or prize being won. replacing 'champion' with 'championship' makes the sentence grammatically more precise and natural in this context.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,correct_correction,R:MORPH,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0114::qwen3_8b::natural,JFLEG,jfleg-dev-0035,gector_roberta_base,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved .","If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .",replace,7,8,understand,understanding,Replace 'understand' with 'ing' form 'understanding',stylistic,Use noun forms in parallel structures for consistency and grammatical correctness.,"[{""end"": 12, ""role"": ""source"", ""start"": 7, ""text"": ""understand""}, {""end"": 15, ""role"": ""target"", ""start"": 7, ""text"": ""understanding""}]","The original sentence uses 'think to learn' and 'understand' in parallel, but 'understand' is a verb while 'learn' is a verb as well. To maintain parallelism and grammatical consistency, 'understand' should be converted to its gerund form 'understanding', which functions as a noun and matches the structure of 'learning'.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,overcorrection,R:VERB:FORM,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0127::qwen3_8b::natural,EXPECT,expect-test-00018,t5_base_grammar,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .","I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it.",replace,25,26,of,for,Replace 'of' with 'for' in the phrase 'Caring of the environment',valid,"The preposition 'for' is used to indicate purpose or relation to something, whereas 'of' indicates possession or composition.","[{""end"": 29, ""role"": ""target"", ""start"": 25, ""text"": ""Caring of the environment""}]","The phrase 'Caring of the environment' is grammatically incorrect because 'of' does not convey the intended relationship between the action (caring) and its object (the environment). The correct preposition to use here is 'for', which indicates purpose or relation to something.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,correct_correction,R:PREP,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0127::qwen3_8b::rule_grounded,EXPECT,expect-test-00018,t5_base_grammar,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .","I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it.",replace,25,26,of,for,Replace 'of' with 'for' in the phrase 'Caring of the environment',valid,"The preposition 'for' is used to indicate purpose or benefit, while 'of' indicates possession or association.","[{""end"": 29, ""role"": ""target"", ""start"": 25, ""text"": ""Caring of the environment""}]","The phrase 'Caring of the environment' is grammatically incorrect because 'of' implies possession or association, which does not fit the context. The correct preposition is 'for', which indicates purpose or benefit. Therefore, replacing 'of' with 'for' improves the grammatical accuracy and clarity of the sentence.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,correct_correction,R:PREP,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0141::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0006,t5_base_grammar,"I want to talk about nocive or bad products like alcohol , hair spray and cigarrets .","I want to talk about harmful or bad products like alcohol, hair spray and cigarettes.",replace,5,6,nocive,harmful,Replace 'nocive' with 'harmful',acceptable_alternative,Use a more commonly understood synonym when the original word is obscure or less frequently used.,"[{""end"": 10, ""role"": ""original"", ""start"": 5, ""text"": ""nocive""}, {""end"": 11, ""role"": ""replacement"", ""start"": 5, ""text"": ""harmful""}]",The word 'nocive' is relatively obscure and may not be widely understood by all readers. Replacing it with 'harmful' enhances clarity and ensures the intended meaning is conveyed effectively to a broader audience.,0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,overcorrection,R:ADJ,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0165::qwen3_8b::rule_grounded,EXPECT,expect-test-00009,t5_base_grammar,But such a high level of development of Egyptian civilization has a negative side as well as positive .,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.",insert,17,17,,a,Inserting 'a' before 'positive' to complete the phrase 'as well as a positive side',stylistic,"Use of indefinite articles ('a', 'an') before singular countable nouns.","[{""end"": 25, ""role"": ""target"", ""start"": 17, ""text"": ""as well as positive""}]","The original sentence lacks an article before 'positive', which is a singular countable noun. Inserting 'a' makes the sentence grammatically complete and stylistically correct by adhering to standard article usage rules.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,correct_correction,M:DET,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0225::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0037,t5_base_grammar,Third the butt it in hte front of the door of store to make the poeple see it even if it is not good,"Third, they put it in front of the door of the store to make the people see it, even if it is not good.",replace,1,2,the,they,Replace 'the' with 'they' at the beginning of the sentence.,invalid,The subject and verb in a sentence must agree in number (singular/plural).,"[{""end"": 8, ""role"": ""source"", ""start"": 5, ""text"": ""Third the butt it in hte front of the door of store to make the poeple see it even if it is not good""}, {""end"": 8, ""role"": ""target"", ""start"": 5, ""text"": ""Third, they put it in front of the door of the store to make the people see it, even if it is not good.""}]","The original sentence begins with 'Third the', which is grammatically incorrect because 'the' is a determiner, not a subject. Replacing 'the' with 'they' introduces a subject ('they') that does not logically match the context of the sentence. The intended meaning is unclear, and the subject 'they' is not established in the sentence, making this replacement invalid.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,wrong_correction,R:PRON,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0248::qwen3_8b::rule_grounded,EXPECT,expect-test-00008,coedit_large,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without",replace,10,12,its name,It,Replace 'its name' with 'It' to refer back to the restaurant.,stylistic,Use a pronoun to refer back to a previously mentioned noun to avoid repetition and improve clarity.,"[{""end"": 12, ""role"": ""source"", ""start"": 10, ""text"": ""I 'd like to tell you about my favorite restaurant its name is \"" Lemon \""""}, {""end"": 6, ""role"": ""target"", ""start"": 0, ""text"": ""It 's called \"" Lemon \""""}]","Replacing 'its name' with 'It' improves sentence flow by using a pronoun to refer back to the restaurant, which was previously introduced. This avoids redundancy and makes the sentence more concise and natural.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,wrong_correction,R:OTHER,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0257::qwen3_8b::natural,EXPECT,expect-test-00001,coedit_large,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.",replace,32,33,example,"example,","Replace 'example' with 'example,'",stylistic,A comma should follow 'example' when it is used as a standalone sentence or introductory phrase.,"[{""end"": 38, ""role"": ""source"", ""start"": 32, ""text"": ""example""}, {""end"": 38, ""role"": ""target"", ""start"": 32, ""text"": ""example""}]","The edit adds a comma after 'example' to improve clarity and punctuation consistency, which is a stylistic choice rather than a grammatical necessity. This is common in writing to separate examples from the main clause.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,overcorrection,R:OTHER,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0257::qwen3_8b::rule_grounded,EXPECT,expect-test-00001,coedit_large,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.",replace,32,33,example,"example,","Replace 'example' with 'example,'",stylistic,"When using 'example' as a standalone word in a sentence, a comma should follow it if it is followed by additional explanatory content.","[{""end"": 38, ""role"": ""target"", ""start"": 32, ""text"": ""example""}]","The edit adds a comma after 'example' to properly separate it from the following explanatory clause, which is a stylistic choice to improve readability and clarity.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,overcorrection,R:OTHER,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0267::qwen3_8b::rule_grounded,EXPECT,expect-test-00009,coedit_large,But such a high level of development of Egyptian civilization has a negative side as well as positive .,But such a high level of development of Egyptian civilization has a negative side as well as a positive side.,insert,17,17,,a,Inserting the article 'a' before 'positive side',stylistic,Nouns that are countable and not previously mentioned in the sentence should be preceded by an article (a/an).,"[{""end"": 23, ""role"": ""target"", ""start"": 17, ""text"": ""positive""}]","The noun 'side' is countable and refers to a specific concept ('positive side') that has not been introduced earlier in the sentence. Therefore, it should be preceded by the indefinite article 'a' to make the sentence grammatically correct and natural.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,correct_correction,M:DET,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0284::qwen3_8b::natural,EXPECT,expect-test-00017,coedit_large,"Sometimes we go to partyies in the city , I dance in the parties with my friends .",Sometimes we go to parties in the city; I dance in the parties with my friends.,replace,7,8,city,city;,Replace 'city' with 'city;',stylistic,Use semicolons to separate independent clauses when the clauses are closely related.,"[{""end"": 10, ""role"": ""source"", ""start"": 7, ""text"": ""city""}, {""end"": 11, ""role"": ""target"", ""start"": 7, ""text"": ""city;""}]","The edit replaces 'city' with 'city;' to insert a semicolon after the first clause, which is stylistically appropriate when joining two closely related independent clauses. However, this edit is optional as the original sentence could also be corrected by using a period or a comma with a conjunction.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,overcorrection,R:NOUN,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0284::qwen3_8b::rule_grounded,EXPECT,expect-test-00017,coedit_large,"Sometimes we go to partyies in the city , I dance in the parties with my friends .",Sometimes we go to parties in the city; I dance in the parties with my friends.,replace,7,8,city,city;,Replace 'city' with 'city;',stylistic,Use semicolons to separate independent clauses when the second clause is a result or explanation of the first.,"[{""end"": 10, ""role"": ""modified"", ""start"": 7, ""text"": ""city""}, {""end"": 11, ""role"": ""replacement"", ""start"": 7, ""text"": ""city;""}]","The edit introduces a semicolon after 'city' to separate the two independent clauses in the sentence. While this is not strictly necessary for grammatical correctness, it is considered stylistically acceptable as it improves readability by clearly indicating the relationship between the clauses.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,overcorrection,R:NOUN,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0242::qwen3_8b::rule_grounded,EXPECT,expect-test-00017,coedit_large,"Sometimes we go to partyies in the city , I dance in the parties with my friends .",Sometimes we go to parties in the city; I dance in the parties with my friends.,replace,4,5,partyies,parties,Correcting the spelling of 'partyies' to 'parties',valid,Correct misspelled words to their standard form.,"[{""end"": 9, ""role"": ""error"", ""start"": 4, ""text"": ""partyies""}, {""end"": 9, ""role"": ""corrected"", ""start"": 4, ""text"": ""parties""}]","The word 'partyies' contains an incorrect double 'i', which is a common spelling mistake. The correct spelling is 'parties', which is a standard English word referring to social gatherings. This correction aligns the text with proper spelling conventions.",1.0,yes,yes,yes,yes,yes,yes,no,no,yes,yes,"Codex prelabel from automatic diagnostics: alignment_error, validity_error, wrong_rule, inapplicable_rule, missing_evidence, ...",reject,rejected,stratum:bucket=rejected,rule_grounded,overcorrection,R:SPELL,10,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0251::qwen3_8b::natural,EXPECT,expect-test-00015,coedit_large,Technology will have advanced and maybe the cars will fly above streets and computers will have totally changed .,"Technology will have advanced, and maybe cars will fly above the streets, and computers will have totally changed.",replace,11,12,streets,"streets,",Adding a comma after 'streets',stylistic,A comma should be used to separate independent clauses or items in a list when clarity is needed.,"[{""end"": 12, ""role"": ""modified"", ""start"": 11, ""text"": ""and maybe cars will fly above the streets, and computers will have totally changed""}]","The addition of a comma after 'streets' serves to separate the clause 'cars will fly above the streets' from the following clause 'computers will have totally changed', improving readability and adhering to standard punctuation rules for compound sentences.",0.95,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,risk,natural,overcorrection,R:NOUN,10,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence;alignment_error
rf-edit-0251::qwen3_8b::rule_grounded,EXPECT,expect-test-00015,coedit_large,Technology will have advanced and maybe the cars will fly above streets and computers will have totally changed .,"Technology will have advanced, and maybe cars will fly above the streets, and computers will have totally changed.",replace,11,12,streets,"streets,",Adding a comma after 'streets' in the phrase 'fly above streets',stylistic,Use commas to separate independent clauses or to set off non-restrictive clauses.,"[{""end"": 12, ""role"": ""target"", ""start"": 11, ""text"": ""and maybe cars will fly above streets, and computers will have totally changed""}, {""end"": 12, ""role"": ""source"", ""start"": 11, ""text"": ""and maybe cars will fly above streets and computers will have totally changed""}]","The addition of a comma after 'streets' improves readability by separating the independent clause 'cars will fly above streets' from the following clause 'computers will have totally changed'. While not strictly required, it is a stylistic choice that enhances clarity and adheres to standard punctuation conventions.",0.95,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,risk,rule_grounded,overcorrection,R:NOUN,10,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence;alignment_error
rf-edit-0025::qwen3_8b::natural,EXPECT,expect-test-00013,gector_roberta_base,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Computers have had the most significant impact on people in the latter 1/2 of the 20th century .,delete,8,9,the,,Remove the article 'the' before 'most significant impact',stylistic,Articles like 'the' may be omitted when the noun phrase is clearly defined or when the context makes the reference unambiguous.,"[{""end"": 13, ""role"": ""modified_noun_phrase"", ""start"": 8, ""text"": ""the most significant impact""}]",The article 'the' is stylistically optional before 'most significant impact' because the phrase is already clearly defined in the context of the sentence. Removing it results in a more concise and natural phrasing.,0.95,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,stratum:behavior=correct_correction,natural,correct_correction,U:DET,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence;alignment_error
rf-edit-0025::qwen3_8b::rule_grounded,EXPECT,expect-test-00013,gector_roberta_base,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Computers have had the most significant impact on people in the latter 1/2 of the 20th century .,delete,8,9,the,,Remove the article 'the' before 'most significant impact'.,stylistic,Articles like 'the' may be omitted when the noun phrase is clearly defined or when the context makes the reference unambiguous.,"[{""end"": 13, ""role"": ""modified_noun_phrase"", ""start"": 8, ""text"": ""the most significant impact""}]","The article 'the' is stylistically redundant before 'most significant impact' because the phrase is already clearly defined in the context of the sentence, making the article unnecessary for clarity or specificity.",0.95,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,risk,rule_grounded,correct_correction,U:DET,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence;alignment_error
