counterfactual_model_prediction,counterfactual_source,counterfactual_validity_label,dataset,error_type,evidence_label,explanation,explanation_type,faithfulness_label,item_id,model_behavior,model_edit,model_family,model_key,model_prediction,notes,original_model_prediction,original_source,question,rule_correctness_label,simulated_behavior_label,source,task_type,variant_family,variant_strategy
,,,EXPECT,R:NOUN,,"This edit should replace ""fact"" with ""[MASK]"" at source span [10,11) for R:NOUN.",masked_target_template,,r10-faith-00061,overcorrection,"replace ""fact"" with ""fact,""",instruction-following text editor,coedit_large,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",edit_explanation_faithfulness,,
"We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars today.","we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars today .",,EXPECT,,,,explicit_template,,r10-cf-00550,,"replace ""dissappearing"" with ""dissappearing.""",instruction-following text editor,coedit_large,,,"We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars.","we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
"Science has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,explicit_template,,r10-cf-00480,,"replace ""chanched"" with ""changed""",instruction-following text editor,coedit_large,,,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars today.","we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars today .",,EXPECT,,,,generic,,r10-cf-00554,,"replace ""dissappearing"" with ""dissappearing.""",instruction-following text editor,coedit_large,,,"We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars.","we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
"We love my family, especially my little sister. She is sixteen years old. I consider her my best friend because I usually tell her everything about my life.","we love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .",,EXPECT,,,,generic,,r10-cf-00584,,"replace ""has"" with ""is""",instruction-following text editor,coedit_large,,,"I love my family, especially my little sister. She is sixteen years old. I consider her my best friend because I usually tell her everything about my life.","i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_i_to_we
"Science has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,rule_grounded_automatic,,r10-cf-00491,,"replace ""people 's"" with ""people's""",instruction-following text editor,coedit_large,,,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
They were planning to steal a very precious thing from the gallery tonight.,They were planning to steal a very precious thing from Gallery tonight .,,EXPECT,,,,rule_grounded_automatic,,r10-cf-00521,,"insert ""the""",instruction-following text editor,coedit_large,,,They were planning to steal a very precious thing from the museum tonight.,They were planning to steal a very precious thing from Museum tonight .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_10_museum_to_gallery
"In conclusion, we think that this type of food and atmosphere is very good for us because normally, we speak about books, work, and studies, whereas with this type of environment, we can speak about ourselves, our family, our hobbies, and everyone will get to know something new about other classmates.","In conclusion , We think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00433,,"insert ""good""",instruction-following text editor,coedit_large,,,"In conclusion, I think that this type of food and atmosphere is very good for us because normally, we speak about books, work, and studies, whereas with this type of environment, we can speak about ourselves, our family, our hobbies, and everyone will get to know something new about other classmates.","In conclusion , I think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_3_i_to_we
"Science has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00413,,"replace ""ed"" with ""and""",instruction-following text editor,coedit_large,,,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"In our community, we are very interested in the environment and ecological things.","In our community , we are very interested at the environment and ecological things .",,EXPECT,,,,wrong_rule,,r10-cf-00402,,"replace ""at"" with ""in""",instruction-following text editor,coedit_large,,,"In my community, we are very interested in the environment and ecological things.","In my community , we are very interested at the environment and ecological things .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_1_my_to_our
"What a wonderful day ! It is April now, and finally, spring has come today.",What a wonderful day ! There is April now and finally spring has come today .,,EXPECT,,,,wrong_rule,,r10-cf-00452,,"replace ""There"" with ""It""",instruction-following text editor,coedit_large,,,"What a wonderful day ! It is April now, and finally, spring has come.",What a wonderful day ! There is April now and finally spring has come .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
"I 'd like to tell you about my favorite restaurant. It is "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without going there that","I 'd like to tell you about my favorite restaurant It is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .",,EXPECT,,,,explicit_template,,r10-cf-00535,,"replace ""its name"" with ""It""",instruction-following text editor,coedit_large,,,"I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without","I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"In my community, we are very interested in the environment and ecological things.","In my community, we are very interested at the environment and ecological things .",,EXPECT,,,,explicit_template,,r10-cf-00465,,"replace ""community ,"" with ""community,""",instruction-following text editor,coedit_large,,,"In my community, we are very interested in the environment and ecological things.","In my community , we are very interested at the environment and ecological things .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact, we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,generic,,r10-cf-00519,,"replace ""fact"" with ""fact,""",instruction-following text editor,coedit_large,,,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"I 'd like to tell you about my favorite restaurant. It is "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without going there that","I 'd like to tell you about my favorite restaurant It is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .",,EXPECT,,,,generic,,r10-cf-00539,,"replace ""its name"" with ""It""",instruction-following text editor,coedit_large,,,"I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without","I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
They were planning to steal a very precious thing from the museum tonight.,They were planning to steal a very precious thing from the Museum tonight .,,EXPECT,,,,rule_grounded_automatic,,r10-cf-00526,,"insert ""the""",instruction-following text editor,coedit_large,,,They were planning to steal a very precious thing from the museum tonight.,They were planning to steal a very precious thing from Museum tonight .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has changed people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,rule_grounded_automatic,,r10-cf-00486,,"replace ""chanched"" with ""changed""",instruction-following text editor,coedit_large,,,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact, we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00518,,"replace ""fact"" with ""fact,""",instruction-following text editor,coedit_large,,,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"I love my family, especially my little sister. She is sixteen years old. I consider her my best friend because I usually tell her everything about my life.","i love my family especially my little sister , she is sixteen years old , i consider her my best friend because i usually tell her everything about my life .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00588,,"replace ""has"" with ""is""",instruction-following text editor,coedit_large,,,"I love my family, especially my little sister. She is sixteen years old. I consider her my best friend because I usually tell her everything about my life.","i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"In conclusion, I think that this type of food and atmosphere is very good for us because normally, we speak about books, work, and studies, whereas with this type of environment, we can speak about ourselves, our family, our hobbies, and everyone will get to know something new about other classmates.","In conclusion , I think that this type of food and atmosphere is very good for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .",,EXPECT,,,,wrong_rule,,r10-cf-00437,,"insert ""good""",instruction-following text editor,coedit_large,,,"In conclusion, I think that this type of food and atmosphere is very good for us because normally, we speak about books, work, and studies, whereas with this type of environment, we can speak about ourselves, our family, our hobbies, and everyone will get to know something new about other classmates.","In conclusion , I think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
Computers have had a most significant impact on people in the latter half of the 20th century.,Computers have had a most significant impact on people in the latter 1/2 of the 20th century .,,EXPECT,,,,wrong_rule,,r10-cf-00577,,"delete ""the""",instruction-following text editor,coedit_large,,,Computers have had a most significant impact on people in the latter half of the 20th century.,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
The traffic can affect vehicles and buses to the same extent .,The traffic can affect vehicles and buses at the same extent .,,EXPECT,,,,explicit_template,,r10-cf-00190,,"replace ""at"" with ""to""",sequence-to-edit,gector_roberta_base,,,The traffic can affect cars and buses to the same extent .,The traffic can affect cars and buses at the same extent .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_4_cars_to_vehicles
A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now today .,,EXPECT,,,,explicit_template,,r10-cf-00150,,"delete ""the time length of""",sequence-to-edit,gector_roberta_base,,,A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
"Science has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,generic,,r10-cf-00014,,"replace ""ed"" with ""and""",sequence-to-edit,gector_roberta_base,,,"Technology has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"Science has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,generic,,r10-cf-00084,,"insert ""about""",sequence-to-edit,gector_roberta_base,,,"Technology has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"Science has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,rule_grounded_automatic,,r10-cf-00061,,"replace ""chanched"" with ""changed""",sequence-to-edit,gector_roberta_base,,,"Technology has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"Science has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,rule_grounded_automatic,,r10-cf-00091,,"delete ""is""",sequence-to-edit,gector_roberta_base,,,"Technology has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
We hope my house will win the championship next year .,We hope my house will win the champion next year .,,EXPECT,,,,swapped_across_sentence,,r10-cf-00053,,"replace ""champion"" with ""championship""",sequence-to-edit,gector_roberta_base,,,I hope my house will win the championship next year .,I hope my house will win the champion next year .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_i_to_we
"Although there are many positive points about private vehicles , there are also negative ones .","Although there are many positive points about private vehicles , they are also negative ones .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00033,,"replace ""they"" with ""there""",sequence-to-edit,gector_roberta_base,,,"Although there are many positive points about private cars , there are also negative ones .","Although there are many positive points about private cars , they are also negative ones .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_8_cars_to_vehicles
"Although there are many positive points about private vehicles , there are also negative ones .","Although there are many positive points about private vehicles , they are also negative ones .",,EXPECT,,,,wrong_rule,,r10-cf-00032,,"replace ""they"" with ""there""",sequence-to-edit,gector_roberta_base,,,"Although there are many positive points about private cars , there are also negative ones .","Although there are many positive points about private cars , they are also negative ones .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_8_cars_to_vehicles
