item_id,priority,disagreement_count,disagreement_dimensions,dataset,model_key,model_family,model_behavior,error_type,explanation_type,source,model_prediction,model_edit,explanation,A_edit_alignment,B_edit_alignment,A_edit_validity,B_edit_validity,A_rule_correctness,B_rule_correctness,A_evidence,B_evidence,A_faithfulness,B_faithfulness,A_notes,B_notes,final_edit_alignment,final_edit_validity,final_rule_correctness,final_evidence,final_faithfulness,adjudication_notes
r10-faith-03037,P2,2,"edit_validity_label, evidence_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_rule,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an excellent choice for me and my favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I can't imagine","replace ""My"" with ""my""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,stylistic,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation concerns a comma/punctuation, not the capitalization edit.","Explanation discusses comma/punctuation, not the capitalization edit of ""My"" to ""my"".",,,,,,
r10-faith-02735,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_target,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""parents '"" with ""parents'""","This edit should replace ""the"".",incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the possessive spacing edit.","Explanation refers to replacing ""the"", which is unrelated to the possessive spacing edit.",,,,,,
r10-faith-03170,P0,3,"edit_alignment_label, edit_validity_label, faithfulness_label",EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,explicit_template,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","This edit should replace ""! There"" with ""there"" at source span [4,6) for R:PRON.",correct,incorrect,stylistic,invalid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,unfaithful,The explanation copies the edit; the punctuation/capitalization change is part of an optional rewrite.,"The model prediction adds ""Then,"" and a comma, so the edit span does not match; explanation omits punctuation changes and gives no rule.",,,,,,
r10-faith-03913,P2,1,evidence_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,gee_style_automatic,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""","The phrase near span [9,10) violates R:VERB:TENSE; use the verb form required by the subject and tense.",partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,not_provided,partially_correct,partially_faithful,partially_faithful,The edit is identified by span but target and auxiliary evidence are not specified.,Explanation identifies the verb-form issue but is vague about the required perfect auxiliary context.,,,,,,
r10-faith-03759,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:NOUN,generic,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time period of 50 years from now.,"replace ""length"" with ""period""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Generic explanation does not identify the specific lexical edit.,,,,,,
r10-faith-03751,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:NOUN,masked_target_template,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time period of 50 years from now.,"replace ""length"" with ""period""","This edit should replace ""length"" with ""[MASK]"" at source span [21,22) for R:NOUN.",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target word is masked.,Target word is masked; explanation gives no explicit linguistic rule or evidence.,,,,,,
r10-faith-03434,P0,3,"edit_alignment_label, evidence_label, faithfulness_label",EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:SPELL,rule_grounded_automatic,In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,"In the end, I think if many people want the monarchy to be established, a general election should be called and then see if the monarchy should be abolished.","replace ""ablished"" with ""established,""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ablished"".",partially_correct,incorrect,invalid,invalid,not_applicable,not_applicable,not_provided,incorrect,partially_faithful,unfaithful,"The edit identifies the typo location but changes likely intended ""abolished"" to semantically wrong ""established.""",Edit misspells/inserts wrong word and adds comma; explanation is generic with false evidence.,,,,,,
r10-faith-03912,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,rule_only,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""",Use the verb form required by the subject and tense. The explanation intentionally omits the target edit.,partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,not_provided,not_provided,partially_faithful,partially_faithful,"Target edit is omitted; past participle is required by auxiliary have, not by the subject.","Explanation refers to verb-form change but omits target and specific trigger; auxiliary ""have"" is the relevant evidence.",,,,,,
r10-faith-03178,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,swapped_across_sentence,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,uncertain,invalid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,Explanation is from another item; validity depends on overlapping replacement of the preceding phrase.,Explanation refers to unrelated text and does not describe the displayed edit.,,,,,,
r10-faith-03176,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,wrong_direction,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","The sentence should change from ""there"" back to ""! There"".",incorrect,incorrect,stylistic,invalid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the direction of the edit.,Explanation reverses the edit direction and the model edit itself is ungrammatical.,,,,,,
r10-faith-03917,P2,1,evidence_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,wrong_rule,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation concerns punctuation/comma, not the participle edit after have.","Explanation describes a comma/punctuation edit, not the verb form change from eat to eaten.",,,,,,
r10-faith-03915,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,wrong_target,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""","This edit should replace ""the"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the,"" not ""eat"" with ""eaten"".","Explanation refers to replacing ""the"", not the actual edit of ""eat"" to ""eaten"".",,,,,,
r10-faith-04100,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,explicit_template,Thus even today sex is considered as the least important topic in many parts of India . ,"Thus , even today , sex is considered as the least important topic in many parts of India .","insert "",""","This edit should insert "","" at source span [1,1) for M:PUNCT.",correct,uncertain,valid,uncertain,not_applicable,uncertain,not_provided,uncertain,partially_faithful,uncertain,,API failed,,,,,,
r10-faith-05413,P1,2,"edit_alignment_label, rule_correctness_label",JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:DET,gee_style_automatic,"In the lecture , however , professor oppose the reading statement . ","In the lecture , however , the professor opposed the reading statement .","insert ""the""","The phrase near span [6,6) violates M:DET; use an article or determiner licensed by the noun phrase.",partially_correct,correct,valid,valid,correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,"Explanation identifies a determiner insertion but does not specify target ""the"" or name ""professor"".","Edit is correctly identified, but the explanation uses opaque error-code notation and does not specify the inserted article ""the"".",,,,,,
r10-faith-05419,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:DET,generic,"In the lecture , however , professor oppose the reading statement . ","In the lecture , however , the professor opposed the reading statement .","insert ""the""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,,,,,,,
r10-faith-05411,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:DET,masked_target_template,"In the lecture , however , professor oppose the reading statement . ","In the lecture , however , the professor opposed the reading statement .","insert ""the""","This edit should insert ""[MASK]"" at source span [6,6) for M:DET.",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target word is masked.,"Target is masked and span notation is technical, but the insertion edit is correctly identified.",,,,,,
r10-faith-04594,P2,1,evidence_label,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,rule_grounded_automatic,And young people spend time more ther lifestile . ,And young people spend time their lives .,"replace ""ther"" with ""their""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ther"".",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,partially_correct,partially_faithful,partially_faithful,Explanation identifies the relevant token but gives no target or specific rule.,Explanation is vague; it identifies the general area but gives no specific rule.,,,,,,
r10-faith-04042,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,rule_only,So I think we can not live if old people could not find siences and tecnologies and they did not developped . ,So I think we can not live if old people can not find science and technologies and they do not develop .,"replace ""tecnologies"" with ""technologies""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation is generic and does not identify the spelling edit.,Explanation is generic and does not identify the spelling edit.,,,,,,
r10-faith-04348,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,swapped_across_sentence,"Also the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can . ","Also , the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can .","insert "",""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,stylistic,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,"Explanation refers to a different word and edit; comma after sentence-initial ""Also"" is optional punctuation.","Explanation refers to a nonexistent ""community"" span and a replacement, not the comma insertion after ""Also"".",,,,,,
r10-faith-04706,P2,1,rule_correctness_label,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,wrong_direction,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .","replace ""interestion"" with ""interested""","The sentence should change from ""interested"" back to ""interestion"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the model edit direction.,Explanation reverses source and target and gives the wrong direction.,,,,,,
r10-faith-04107,P0,4,"edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,wrong_rule,Thus even today sex is considered as the least important topic in many parts of India . ,"Thus , even today , sex is considered as the least important topic in many parts of India .","insert "",""",Use a comma because every grammar error here is punctuation-related.,partially_correct,partially_correct,valid,stylistic,not_applicable,incorrect,not_provided,incorrect,partially_faithful,unfaithful,Explanation says to use a comma but gives no location or comma rule.,Comma insertion is stylistic; explanation overgeneralizes and gives no specific rule.,,,,,,
r10-faith-04505,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:WO,wrong_target,Many studies over the last 5 0 years have shown that people who have fluoride in their drinking water are considerably have less cavities than people who have not drinking nonfluoridated water . ,Many studies over the last 5 years have shown that people who have fluoride in their drinking water have considerably fewer cavities than people who have not drinking nonfluoridated water .,"replace ""considerably have"" with ""have considerably""","This edit should replace ""the"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the adverb-verb order edit.","Explanation refers to replacing ""the,"" which is unrelated to the current edit.",,,,,,
r10-faith-05230,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB:FORM,explicit_template,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ","If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .","replace ""understand"" with ""understanding""","This edit should replace ""understand"" with ""understanding"" at source span [7,8) for R:VERB:FORM.",correct,correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,,,,,,,,
r10-faith-05213,P0,2,"edit_alignment_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:PART,gee_style_automatic,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ","If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .","replace ""to"" with ""about""","The phrase near span [4,5) violates R:PART; apply the grammar rule indicated by the local context.",partially_correct,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,unfaithful,"Explanation points to the edit location/type but does not specify replacing ""to"" with ""about"" or give a rule.",Explanation is generic and does not describe the specific 'to'→'about' edit.,,,,,,
r10-faith-04179,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,generic,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car . ","Imagine working in a factory just to do one thing , like potting taire on a car . If they fire you , you will destroy it , because you do know more than potting taire on a car .","replace ""if"" with "". If""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,,,,,,,
r10-faith-04901,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB:TENSE,masked_target_template,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ","But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .","replace ""is"" with ""was""","This edit should replace ""is"" with ""[MASK]"" at source span [48,49) for R:VERB:TENSE.",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target word is masked.,Target word is masked; explanation gives error code but no explicit rule or evidence.,,,,,,
r10-faith-04464,P2,1,evidence_label,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:DET,rule_grounded_automatic,One person if do n't have good health that means so many things they could lost . ,"One person does n't have good health , which means so many things they could lose .","replace ""that"" with ""which""","Use an article or determiner licensed by the noun phrase. In this sentence, the evidence is around ""that"".",partially_correct,partially_correct,valid,valid,incorrect,incorrect,incorrect,partially_correct,unfaithful,unfaithful,"Explanation refers to ""that"" but gives a false determiner/article rule for a relative pronoun edit.","Edit is correctly located, but the rule about articles/determiners is irrelevant to replacing 'that' with 'which'.",,,,,,
r10-faith-04952,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:PART,rule_only,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,"In the case of young people , the best way is to study as hard as possible to get better grades , so in the future they will have a better chance of finding better jobs .","replace ""to"" with ""of""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,stylistic,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation is generic and omits the edit; chance to find/of finding are both acceptable.,Explanation is generic and does not identify the preposition edit.,,,,,,
r10-faith-04088,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:SPELL,swapped_across_sentence,Here was no promise of morning except that we looked up through the trees we saw how low the forest had swung . ,There was no promise of morning except when we looked up through the trees we saw how low the forest had swung .,"replace ""Here"" with ""There""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,"Explanation concerns an unrelated comma-spacing edit, not the Here-to-There edit.","Explanation refers to an unrelated punctuation edit, not the current word replacement.",,,,,,
r10-faith-04906,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB:TENSE,wrong_direction,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ","But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .","replace ""is"" with ""was""","The sentence should change from ""was"" back to ""is"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation reverses the edit.,Explanation reverses source/target and describes the opposite change.,,,,,,
r10-faith-04957,P2,2,"edit_validity_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:PART,wrong_rule,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,"In the case of young people , the best way is to study as hard as possible to get better grades , so in the future they will have a better chance of finding better jobs .","replace ""to"" with ""of""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,stylistic,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"The explanation discusses commas, not the preposition edit; ""chance to find"" is already acceptable.","Explanation describes punctuation edits, not the preposition change from ""to"" to ""of"".",,,,,,
r10-faith-04085,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:SPELL,wrong_target,Here was no promise of morning except that we looked up through the trees we saw how low the forest had swung . ,There was no promise of morning except when we looked up through the trees we saw how low the forest had swung .,"replace ""Here"" with ""There""","This edit should replace ""the"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation refers to replacing the wrong word.,"Explanation refers to replacing ""the"", not the actual edit of ""Here"" to ""There"".",,,,,,
r10-faith-05150,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,R:NOUN,explicit_template,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,"Because all this broad knowledge helps them to understand their major at university , as well as helps them to make a correct choice specializing in studies .","replace ""study"" with ""studies""","This edit should replace ""study"" with ""studies"" at source span [25,26) for R:NOUN.",correct,correct,acceptable_alternative,acceptable_alternative,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,"Plural ""studies"" is possible, though the surrounding phrase remains awkward.",Edit copy with error-type tag; no explicit rule or evidence given.,,,,,,
r10-faith-05113,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,M:OTHER,gee_style_automatic,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,"Because all this broad knowledge helps them to understand their major at university , as well as helps them to make a correct choice specializing in studies .","insert "",""","The phrase near span [13,13) violates M:OTHER; apply the grammar rule indicated by the local context.",incorrect,incorrect,stylistic,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Comma before ""as well as"" is optional; explanation does not identify the comma insertion.",Explanation is generic and does not describe the comma insertion.,,,,,,
r10-faith-04719,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,generic,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .","replace ""for"" with ""to""",The sentence has a grammar issue and should be improved.,incorrect,uncertain,valid,uncertain,not_applicable,uncertain,not_provided,uncertain,unfaithful,uncertain,,API failed,,,,,,
r10-faith-04631,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,masked_target_template,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .","insert "",""","This edit should insert ""[MASK]"" at source span [10[MASK]10) for R:OTHER.",partially_correct,partially_correct,valid,uncertain,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target punctuation is masked; explanation gives span but no linguistic justification.,Explanation uses masked target and opaque span notation; multiple comma edits exist.,,,,,,
r10-faith-04534,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,R:PREP,rule_grounded_automatic,because they spent time unmeaningful subjects . ,because they spent time on important subjects .,"replace ""unmeaningful"" with ""on important""","Use the preposition required by the surrounding phrase. In this sentence, the evidence is around ""unmeaningful"".",partially_correct,partially_correct,invalid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,"Explanation addresses the needed preposition but omits the change from “unmeaningful” to “important,” which alters meaning.","Edit adds preposition ""on"" and replaces adjective; explanation only mentions preposition rule.",,,,,,
r10-faith-04722,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,U:OTHER,rule_only,We have to know this problem it 's serious but almost people doens't know about this . ,"We should know about this problem . It 's serious , but most people do know about it .","replace ""have to"" with ""should""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,stylistic,acceptable_alternative,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation is generic and omits the target; modal change is optional/semantic rather than required.,Explanation is generic and does not identify the specific edit or rule.,,,,,,
r10-faith-05008,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,swapped_across_sentence,So the school try learning the students a bit in every science exist . ,So the school tries teaching the students a bit of every science that exists .,"insert ""that""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,Explanation concerns an unrelated comma-spacing edit.,"Explanation refers to an unrelated comma/orthography edit, not inserting ""that"".",,,,,,
r10-faith-05066,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,U:VERB,wrong_direction,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,"Because all this broad knowledge helps them to understand their major at university , as well as helps them to make a correct choice specializing in studies .","replace ""Beacuse"" with ""Because""","The sentence should change from ""Because"" back to ""Beacuse"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation reverses the spelling correction.,Explanation reverses source and target and misspells the correct form.,,,,,,
r10-faith-04477,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,M:VERB:TENSE,wrong_rule,One person if do n't have good health that means so many things they could lost . ,"One person does n't have good health , which means so many things they could lose .","replace ""lost"" with ""lose""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,"Explanation concerns punctuation/comma, not the modal verb form after ""could"".","Explanation describes a comma/punctuation edit, not the 'lost'→'lose' verb form change.",,,,,,
r10-faith-04895,AGREE,0,,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,U:PUNCT,wrong_target,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ","But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .","replace "", only rise"" with ""rising""","This edit should replace ""the"".",incorrect,incorrect,invalid,invalid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation names the wrong token; ""rising the gas tax"" is ungrammatical because ""rise"" is intransitive.","Explanation refers to replacing ""the"", which does not match the observed edit; resulting ""rising the gas tax"" is also ungrammatical.",,,,,,
r10-faith-06030,AGREE,0,,JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,U:PREP,explicit_template,because they spent time unmeaningful subjects . ,They spent time on unmeaningful subjects.,"delete ""because""","This edit should delete ""because"" at source span [0,1) for U:PREP.",correct,correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,,"The explanation identifies the deletion but gives no clear linguistic rule; ""U:PREP"" is opaque.",,,,,,
r10-faith-06163,P2,2,"rule_correctness_label, evidence_label",JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,R:SPELL,gee_style_automatic,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society, who will not study, they never concept there opportunity or can't understand any ideas so most of the important that in this situation and I also very interested and also prefer that for the study material.","replace ""interestion"" with ""interested""","The phrase near span [34,35) violates R:SPELL; apply the grammar rule indicated by the local context.",partially_correct,partially_correct,valid,valid,correct,partially_correct,correct,partially_correct,partially_faithful,partially_faithful,Explanation identifies the misspelled span but omits the target correction.,Explanation refers to a spelling/grammar issue near the span but is vague and does not specify the exact target word.,,,,,,
r10-faith-06799,AGREE,0,,JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,M:DET,generic,Third the butt it in hte front of the door of store to make the poeple see it even if it is not good ,"Third, they put it in front of the door of the store to make the people see it, even if it is not good.","insert ""the""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Generic explanation does not identify the specific article insertion.,,,,,,
