item_id,task_type,dataset,model_key,model_family,model_behavior,error_type,explanation_type,source,model_prediction,model_edit,explanation,instance_id,edit_id,automatic_label,automatic_negative_type,annotator_a_edit_alignment,annotator_b_edit_alignment,final_edit_alignment,annotator_a_edit_validity,annotator_b_edit_validity,final_edit_validity,annotator_a_rule_correctness,annotator_b_rule_correctness,final_rule_correctness,annotator_a_evidence,annotator_b_evidence,final_evidence,annotator_a_faithfulness,annotator_b_faithfulness,final_faithfulness,A_notes,B_notes,adjudication_notes,gold_source,gold_status
r10-faith-03972,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:NOUN,rule_only,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,"Public transportation. Day by day people are more crazy about own vehicles, which leads to a dark future for public transportation.","replace ""vehicles"" with ""vehicles,""",Use the noun number or noun form required by the sentence. The explanation intentionally omits the target edit.,EXPECT::expect-test-00036::t5_base_grammar::00397::12-13::replace::rule_only,EXPECT::expect-test-00036::t5_base_grammar::00397::12-13::replace,partially_informative_positive,,incorrect,incorrect,incorrect,valid,valid,valid,incorrect,incorrect,incorrect,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,"Explanation describes noun form, but the edit adds a comma after ""vehicles"".",Explanation does not describe the comma insertion and cites an irrelevant noun-form rule.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-03148,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,M:VERB,swapped_across_sentence,"Until dawn all of them had got out , so they sacred until they found a refuge .","Until dawn, all of them had got out, so they were sacred until they found a refuge.","insert ""were""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",EXPECT::expect-test-00010::t5_base_grammar::00314::11-11::insert::swapped_across_sentence,EXPECT::expect-test-00010::t5_base_grammar::00314::11-11::insert,negative,swapped_across_sentence,incorrect,incorrect,incorrect,invalid,valid,invalid,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,unfaithful,Explanation is swapped from another item; insertion creates contextually wrong “were sacred” rather than “were scared.”,Explanation refers to an unrelated punctuation edit and nonexistent text.,"Explanation concerns a nonexistent comma edit; inserted ""were"" leaves contextually wrong ""sacred"".",adjudicated_disagreement,adjudicated
r10-faith-03286,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_direction,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Using the Internet for the first time since the beginning of the 20th century.,"replace ""century ."" with ""century.""","The sentence should change from ""century."" back to ""century ."".",EXPECT::expect-test-00013::t5_base_grammar::00328::17-19::replace::wrong_direction,EXPECT::expect-test-00013::t5_base_grammar::00328::17-19::replace,negative,wrong_direction,incorrect,incorrect,incorrect,valid,stylistic,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,Explanation reverses the punctuation-spacing edit direction.,Explanation reverses the edit direction; model removes space before period.,Explanation reverses the edit direction; the model removes the space before the period.,adjudicated_disagreement,adjudicated
r10-faith-03037,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_rule,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an excellent choice for me and my favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I can't imagine","replace ""My"" with ""my""",Use a comma because every grammar error here is punctuation-related.,EXPECT::expect-test-00008::t5_base_grammar::00303::44-45::replace::wrong_rule,EXPECT::expect-test-00008::t5_base_grammar::00303::44-45::replace,negative,wrong_rule,incorrect,incorrect,incorrect,valid,stylistic,valid,incorrect,incorrect,incorrect,not_provided,incorrect,not_provided,unfaithful,unfaithful,unfaithful,"Explanation concerns a comma/punctuation, not the capitalization edit.","Explanation discusses comma/punctuation, not the capitalization edit of ""My"" to ""my"".","Explanation describes a comma/punctuation issue, not the capitalization change from ""My"" to ""my"".",adjudicated_disagreement,adjudicated
r10-faith-02735,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_target,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""parents '"" with ""parents'""","This edit should replace ""the"".",EXPECT::expect-test-00001::t5_base_grammar::00273::23-25::replace::wrong_target,EXPECT::expect-test-00001::t5_base_grammar::00273::23-25::replace,negative,wrong_target,incorrect,incorrect,incorrect,valid,stylistic,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the possessive spacing edit.","Explanation refers to replacing ""the"", which is unrelated to the possessive spacing edit.","Explanation refers to replacing ""the"", not the possessive spacing edit.",adjudicated_disagreement,adjudicated
r10-faith-03170,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,explicit_template,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","This edit should replace ""! There"" with ""there"" at source span [4,6) for R:PRON.",EXPECT::expect-test-00011::t5_base_grammar::00317::4-6::replace::explicit_template,EXPECT::expect-test-00011::t5_base_grammar::00317::4-6::replace,faithful_positive,,correct,incorrect,correct,stylistic,invalid,stylistic,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,unfaithful,partially_faithful,The explanation copies the edit; the punctuation/capitalization change is part of an optional rewrite.,"The model prediction adds ""Then,"" and a comma, so the edit span does not match; explanation omits punctuation changes and gives no rule.","Explanation copies the edit; the punctuation/capitalization change is part of a broader stylistic rewrite, not a clear grammatical correction.",adjudicated_disagreement,adjudicated
r10-faith-03913,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,gee_style_automatic,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""","The phrase near span [9,10) violates R:VERB:TENSE; use the verb form required by the subject and tense.",EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace::gee_style_automatic,EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace,faithful_candidate,,partially_correct,partially_correct,partially_correct,valid,valid,valid,partially_correct,partially_correct,partially_correct,not_provided,partially_correct,not_provided,partially_faithful,partially_faithful,partially_faithful,The edit is identified by span but target and auxiliary evidence are not specified.,Explanation identifies the verb-form issue but is vague about the required perfect auxiliary context.,Explanation identifies the verb-form issue but omits the target and the auxiliary have as evidence.,adjudicated_disagreement,adjudicated
r10-faith-03759,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:NOUN,generic,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time period of 50 years from now.,"replace ""length"" with ""period""",The sentence has a grammar issue and should be improved.,EXPECT::expect-test-00028::t5_base_grammar::00375::21-22::replace::generic,EXPECT::expect-test-00028::t5_base_grammar::00375::21-22::replace,negative,generic,incorrect,incorrect,incorrect,valid,stylistic,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,,Generic explanation does not identify the specific lexical edit.,Explanation does not align with the displayed atomic model edit.,adjudicated_disagreement,adjudicated
r10-faith-03751,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:NOUN,masked_target_template,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time period of 50 years from now.,"replace ""length"" with ""period""","This edit should replace ""length"" with ""[MASK]"" at source span [21,22) for R:NOUN.",EXPECT::expect-test-00028::t5_base_grammar::00375::21-22::replace::masked_target_template,EXPECT::expect-test-00028::t5_base_grammar::00375::21-22::replace,faithful_positive_masked,,partially_correct,partially_correct,partially_correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,Target word is masked.,Target word is masked; explanation gives no explicit linguistic rule or evidence.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-03434,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:SPELL,rule_grounded_automatic,In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,"In the end, I think if many people want the monarchy to be established, a general election should be called and then see if the monarchy should be abolished.","replace ""ablished"" with ""established,""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ablished"".",EXPECT::expect-test-00016::t5_base_grammar::00343::13-14::replace::rule_grounded_automatic,EXPECT::expect-test-00016::t5_base_grammar::00343::13-14::replace,faithful_candidate,,partially_correct,incorrect,incorrect,invalid,invalid,invalid,not_applicable,not_applicable,not_applicable,not_provided,incorrect,partially_correct,partially_faithful,unfaithful,unfaithful,"The edit identifies the typo location but changes likely intended ""abolished"" to semantically wrong ""established.""",Edit misspells/inserts wrong word and adds comma; explanation is generic with false evidence.,Explanation is generic and omits the actual replacement; edit changes intended meaning from abolished to established.,adjudicated_disagreement,adjudicated
r10-faith-03912,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,rule_only,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""",Use the verb form required by the subject and tense. The explanation intentionally omits the target edit.,EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace::rule_only,EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace,partially_informative_positive,,partially_correct,partially_correct,partially_correct,valid,valid,valid,partially_correct,partially_correct,partially_correct,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,"Target edit is omitted; past participle is required by auxiliary have, not by the subject.","Explanation refers to verb-form change but omits target and specific trigger; auxiliary ""have"" is the relevant evidence.",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-03178,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,swapped_across_sentence,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",EXPECT::expect-test-00011::t5_base_grammar::00317::4-6::replace::swapped_across_sentence,EXPECT::expect-test-00011::t5_base_grammar::00317::4-6::replace,negative,swapped_across_sentence,incorrect,incorrect,incorrect,uncertain,invalid,invalid,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,unfaithful,Explanation is from another item; validity depends on overlapping replacement of the preceding phrase.,Explanation refers to unrelated text and does not describe the displayed edit.,Explanation is from another sentence; the atomic edit would create an ungrammatical sequence if applied alone.,adjudicated_disagreement,adjudicated
r10-faith-03176,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,wrong_direction,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","The sentence should change from ""there"" back to ""! There"".",EXPECT::expect-test-00011::t5_base_grammar::00317::4-6::replace::wrong_direction,EXPECT::expect-test-00011::t5_base_grammar::00317::4-6::replace,negative,wrong_direction,incorrect,incorrect,incorrect,stylistic,invalid,stylistic,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,Explanation reverses the direction of the edit.,Explanation reverses the edit direction and the model edit itself is ungrammatical.,Explanation reverses the edit direction; the punctuation/capitalization change is mainly part of a rewrite.,adjudicated_disagreement,adjudicated
r10-faith-03917,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,wrong_rule,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""",Use a comma because every grammar error here is punctuation-related.,EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace::wrong_rule,EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace,negative,wrong_rule,incorrect,incorrect,incorrect,valid,valid,valid,incorrect,incorrect,incorrect,not_provided,incorrect,not_provided,unfaithful,unfaithful,unfaithful,"Explanation concerns punctuation/comma, not the participle edit after have.","Explanation describes a comma/punctuation edit, not the verb form change from eat to eaten.","Explanation concerns punctuation/comma, not the verb-form edit after auxiliary have.",adjudicated_disagreement,adjudicated
r10-faith-03915,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,wrong_target,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""","This edit should replace ""the"".",EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace::wrong_target,EXPECT::expect-test-00035::t5_base_grammar::00391::9-10::replace,negative,wrong_target,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,"Explanation refers to replacing ""the,"" not ""eat"" with ""eaten"".","Explanation refers to replacing ""the"", not the actual edit of ""eat"" to ""eaten"".",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-04100,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,explicit_template,Thus even today sex is considered as the least important topic in many parts of India . ,"Thus , even today , sex is considered as the least important topic in many parts of India .","insert "",""","This edit should insert "","" at source span [1,1) for M:PUNCT.",JFLEG::jfleg-dev-0003::gector_roberta_base::00410::1-1::insert::explicit_template,JFLEG::jfleg-dev-0003::gector_roberta_base::00410::1-1::insert,faithful_positive,,correct,uncertain,correct,valid,uncertain,valid,not_applicable,uncertain,not_applicable,not_provided,uncertain,not_provided,partially_faithful,uncertain,partially_faithful,,API failed,Explanation identifies the comma insertion but provides no linguistic rule or contextual evidence.,adjudicated_disagreement,adjudicated
r10-faith-05413,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:DET,gee_style_automatic,"In the lecture , however , professor oppose the reading statement . ","In the lecture , however , the professor opposed the reading statement .","insert ""the""","The phrase near span [6,6) violates M:DET; use an article or determiner licensed by the noun phrase.",JFLEG::jfleg-dev-0040::gector_roberta_base::00541::6-6::insert::gee_style_automatic,JFLEG::jfleg-dev-0040::gector_roberta_base::00541::6-6::insert,faithful_candidate,,partially_correct,correct,partially_correct,valid,valid,valid,correct,partially_correct,correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,partially_faithful,"Explanation identifies a determiner insertion but does not specify target ""the"" or name ""professor"".","Edit is correctly identified, but the explanation uses opaque error-code notation and does not specify the inserted article ""the"".","Explanation identifies the missing determiner location but does not specify the target article ""the"".",adjudicated_disagreement,adjudicated
r10-faith-05419,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:DET,generic,"In the lecture , however , professor oppose the reading statement . ","In the lecture , however , the professor opposed the reading statement .","insert ""the""",The sentence has a grammar issue and should be improved.,JFLEG::jfleg-dev-0040::gector_roberta_base::00541::6-6::insert::generic,JFLEG::jfleg-dev-0040::gector_roberta_base::00541::6-6::insert,negative,generic,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-05411,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:DET,masked_target_template,"In the lecture , however , professor oppose the reading statement . ","In the lecture , however , the professor opposed the reading statement .","insert ""the""","This edit should insert ""[MASK]"" at source span [6,6) for M:DET.",JFLEG::jfleg-dev-0040::gector_roberta_base::00541::6-6::insert::masked_target_template,JFLEG::jfleg-dev-0040::gector_roberta_base::00541::6-6::insert,faithful_positive_masked,,partially_correct,partially_correct,partially_correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,Target word is masked.,"Target is masked and span notation is technical, but the insertion edit is correctly identified.",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-04594,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,rule_grounded_automatic,And young people spend time more ther lifestile . ,And young people spend time their lives .,"replace ""ther"" with ""their""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ther"".",JFLEG::jfleg-dev-0019::gector_roberta_base::00459::6-7::replace::rule_grounded_automatic,JFLEG::jfleg-dev-0019::gector_roberta_base::00459::6-7::replace,faithful_candidate,,partially_correct,partially_correct,partially_correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,partially_correct,not_provided,partially_faithful,partially_faithful,partially_faithful,Explanation identifies the relevant token but gives no target or specific rule.,Explanation is vague; it identifies the general area but gives no specific rule.,"Explanation points to the edited token but gives no target, rule, or specific contextual evidence.",adjudicated_disagreement,adjudicated
r10-faith-04042,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,rule_only,So I think we can not live if old people could not find siences and tecnologies and they did not developped . ,So I think we can not live if old people can not find science and technologies and they do not develop .,"replace ""tecnologies"" with ""technologies""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,JFLEG::jfleg-dev-0000::gector_roberta_base::00404::15-16::replace::rule_only,JFLEG::jfleg-dev-0000::gector_roberta_base::00404::15-16::replace,partially_informative_positive,,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,Explanation is generic and does not identify the spelling edit.,Explanation is generic and does not identify the spelling edit.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-04348,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,swapped_across_sentence,"Also the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can . ","Also , the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can .","insert "",""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",JFLEG::jfleg-dev-0010::gector_roberta_base::00434::1-1::insert::swapped_across_sentence,JFLEG::jfleg-dev-0010::gector_roberta_base::00434::1-1::insert,negative,swapped_across_sentence,incorrect,incorrect,incorrect,stylistic,valid,valid,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,unfaithful,"Explanation refers to a different word and edit; comma after sentence-initial ""Also"" is optional punctuation.","Explanation refers to a nonexistent ""community"" span and a replacement, not the comma insertion after ""Also"".","Explanation refers to a nonexistent community punctuation-spacing edit, not the comma inserted after sentence-initial Also.",adjudicated_disagreement,adjudicated
r10-faith-04706,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,wrong_direction,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .","replace ""interestion"" with ""interested""","The sentence should change from ""interested"" back to ""interestion"".",JFLEG::jfleg-dev-0020::gector_roberta_base::00470::34-35::replace::wrong_direction,JFLEG::jfleg-dev-0020::gector_roberta_base::00470::34-35::replace,negative,wrong_direction,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,incorrect,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,Explanation reverses the model edit direction.,Explanation reverses source and target and gives the wrong direction.,Explanation reverses the edit direction.,adjudicated_disagreement,adjudicated
r10-faith-04107,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,wrong_rule,Thus even today sex is considered as the least important topic in many parts of India . ,"Thus , even today , sex is considered as the least important topic in many parts of India .","insert "",""",Use a comma because every grammar error here is punctuation-related.,JFLEG::jfleg-dev-0003::gector_roberta_base::00410::1-1::insert::wrong_rule,JFLEG::jfleg-dev-0003::gector_roberta_base::00410::1-1::insert,negative,wrong_rule,partially_correct,partially_correct,partially_correct,valid,stylistic,valid,not_applicable,incorrect,not_applicable,not_provided,incorrect,not_provided,partially_faithful,unfaithful,partially_faithful,Explanation says to use a comma but gives no location or comma rule.,Comma insertion is stylistic; explanation overgeneralizes and gives no specific rule.,Explanation identifies comma insertion but gives no location or comma-placement rule.,adjudicated_disagreement,adjudicated
r10-faith-04505,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:WO,wrong_target,Many studies over the last 5 0 years have shown that people who have fluoride in their drinking water are considerably have less cavities than people who have not drinking nonfluoridated water . ,Many studies over the last 5 years have shown that people who have fluoride in their drinking water have considerably fewer cavities than people who have not drinking nonfluoridated water .,"replace ""considerably have"" with ""have considerably""","This edit should replace ""the"".",JFLEG::jfleg-dev-0015::gector_roberta_base::00450::20-22::replace::wrong_target,JFLEG::jfleg-dev-0015::gector_roberta_base::00450::20-22::replace,negative,wrong_target,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the adverb-verb order edit.","Explanation refers to replacing ""the,"" which is unrelated to the current edit.",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-05230,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB:FORM,explicit_template,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ","If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .","replace ""understand"" with ""understanding""","This edit should replace ""understand"" with ""understanding"" at source span [7,8) for R:VERB:FORM.",JFLEG::jfleg-dev-0035::gector_roberta_base::00523::7-8::replace::explicit_template,JFLEG::jfleg-dev-0035::gector_roberta_base::00523::7-8::replace,faithful_positive,,correct,correct,correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-05213,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:PART,gee_style_automatic,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ","If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .","replace ""to"" with ""about""","The phrase near span [4,5) violates R:PART; apply the grammar rule indicated by the local context.",JFLEG::jfleg-dev-0035::gector_roberta_base::00521::4-5::replace::gee_style_automatic,JFLEG::jfleg-dev-0035::gector_roberta_base::00521::4-5::replace,faithful_candidate,,partially_correct,incorrect,partially_correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,unfaithful,partially_faithful,"Explanation points to the edit location/type but does not specify replacing ""to"" with ""about"" or give a rule.",Explanation is generic and does not describe the specific 'to'→'about' edit.,"Span points to the edited token, but the target and actual preposition-selection rule are not specified.",adjudicated_disagreement,adjudicated
r10-faith-04179,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,generic,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car . ","Imagine working in a factory just to do one thing , like potting taire on a car . If they fire you , you will destroy it , because you do know more than potting taire on a car .","replace ""if"" with "". If""",The sentence has a grammar issue and should be improved.,JFLEG::jfleg-dev-0004::gector_roberta_base::00417::18-19::replace::generic,JFLEG::jfleg-dev-0004::gector_roberta_base::00417::18-19::replace,negative,generic,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-04901,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB:TENSE,masked_target_template,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ","But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .","replace ""is"" with ""was""","This edit should replace ""is"" with ""[MASK]"" at source span [48,49) for R:VERB:TENSE.",JFLEG::jfleg-dev-0023::gector_roberta_base::00490::48-49::replace::masked_target_template,JFLEG::jfleg-dev-0023::gector_roberta_base::00490::48-49::replace,faithful_positive_masked,,partially_correct,partially_correct,partially_correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,Target word is masked.,Target word is masked; explanation gives error code but no explicit rule or evidence.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-04464,edit_explanation_faithfulness,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:DET,rule_grounded_automatic,One person if do n't have good health that means so many things they could lost . ,"One person does n't have good health , which means so many things they could lose .","replace ""that"" with ""which""","Use an article or determiner licensed by the noun phrase. In this sentence, the evidence is around ""that"".",JFLEG::jfleg-dev-0014::gector_roberta_base::00446::8-9::replace::rule_grounded_automatic,JFLEG::jfleg-dev-0014::gector_roberta_base::00446::8-9::replace,faithful_candidate,,partially_correct,partially_correct,incorrect,valid,valid,valid,incorrect,incorrect,incorrect,incorrect,partially_correct,incorrect,unfaithful,unfaithful,unfaithful,"Explanation refers to ""that"" but gives a false determiner/article rule for a relative pronoun edit.","Edit is correctly located, but the rule about articles/determiners is irrelevant to replacing 'that' with 'which'.","Explanation treats the edit as article/determiner use, not replacing clause connector ""that"" with ""which"".",adjudicated_disagreement,adjudicated
