item_id,priority,disagreement_count,disagreement_dimensions,dataset,model_key,model_family,model_behavior,error_type,explanation_type,source,model_prediction,model_edit,explanation,A_edit_alignment,B_edit_alignment,A_edit_validity,B_edit_validity,A_rule_correctness,B_rule_correctness,A_evidence,B_evidence,A_faithfulness,B_faithfulness,A_notes,B_notes,final_edit_alignment,final_edit_validity,final_rule_correctness,final_evidence,final_faithfulness,adjudication_notes
r10-faith-04534,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,R:PREP,rule_grounded_automatic,because they spent time unmeaningful subjects . ,because they spent time on important subjects .,"replace ""unmeaningful"" with ""on important""","Use the preposition required by the surrounding phrase. In this sentence, the evidence is around ""unmeaningful"".",partially_correct,partially_correct,invalid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,"Explanation addresses the needed preposition but omits the change from “unmeaningful” to “important,” which alters meaning.","Edit adds preposition ""on"" and replaces adjective; explanation only mentions preposition rule.",partially_correct,invalid,partially_correct,partially_correct,partially_faithful,Edit adds needed preposition but also changes “unmeaningful” to “important”; explanation only addresses the preposition.
r10-faith-04722,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,U:OTHER,rule_only,We have to know this problem it 's serious but almost people doens't know about this . ,"We should know about this problem . It 's serious , but most people do know about it .","replace ""have to"" with ""should""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,stylistic,acceptable_alternative,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation is generic and omits the target; modal change is optional/semantic rather than required.,Explanation is generic and does not identify the specific edit or rule.,incorrect,stylistic,not_applicable,not_provided,unfaithful,Explanation is generic and omits the actual edit; have to/should changes modality rather than fixing grammar.
r10-faith-05008,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,swapped_across_sentence,So the school try learning the students a bit in every science exist . ,So the school tries teaching the students a bit of every science that exists .,"insert ""that""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,Explanation concerns an unrelated comma-spacing edit.,"Explanation refers to an unrelated comma/orthography edit, not inserting ""that"".",incorrect,valid,incorrect,incorrect,unfaithful,Explanation concerns an unrelated comma-spacing edit not present in this sentence.
r10-faith-05066,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,U:VERB,wrong_direction,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,"Because all this broad knowledge helps them to understand their major at university , as well as helps them to make a correct choice specializing in studies .","replace ""Beacuse"" with ""Because""","The sentence should change from ""Because"" back to ""Beacuse"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation reverses the spelling correction.,Explanation reverses source and target and misspells the correct form.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation reverses the actual spelling correction direction.
r10-faith-06163,P2,2,"rule_correctness_label, evidence_label",JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,R:SPELL,gee_style_automatic,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society, who will not study, they never concept there opportunity or can't understand any ideas so most of the important that in this situation and I also very interested and also prefer that for the study material.","replace ""interestion"" with ""interested""","The phrase near span [34,35) violates R:SPELL; apply the grammar rule indicated by the local context.",partially_correct,partially_correct,valid,valid,correct,partially_correct,correct,partially_correct,partially_faithful,partially_faithful,Explanation identifies the misspelled span but omits the target correction.,Explanation refers to a spelling/grammar issue near the span but is vague and does not specify the exact target word.,partially_correct,valid,partially_correct,partially_correct,partially_faithful,Explanation identifies the misspelled span but omits the target form and gives only a vague spelling-rule justification.
r10-faith-06304,P0,3,"edit_validity_label, evidence_label, faithfulness_label",JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,U:PUNCT,rule_grounded_automatic,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ","But in other ways, this makes other countries need to pay extra money to make , repair the roads. What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought only raising the gas tax is unfair.","delete "",""","Use punctuation that matches the sentence structure. In this sentence, the evidence is around "","".",partially_correct,partially_correct,valid,invalid,partially_correct,partially_correct,not_provided,partially_correct,partially_faithful,unfaithful,Explanation only vaguely refers to comma punctuation and does not identify the specific comma or deletion.,The explanation vaguely refers to punctuation but does not justify deleting this comma; the edit appears invalid.,partially_correct,valid,partially_correct,not_provided,partially_faithful,Explanation refers to a comma punctuation issue but does not specify deletion location or clause-structure evidence.
r10-faith-06042,P0,2,"edit_alignment_label, faithfulness_label",JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,R:ORTH,rule_only,because they spent time unmeaningful subjects . ,They spent time on unmeaningful subjects.,"replace ""they"" with ""They""","Correct spelling, casing, spacing, or another orthographic form. The explanation intentionally omits the target edit.",incorrect,partially_correct,valid,valid,partially_correct,partially_correct,not_provided,not_provided,unfaithful,partially_faithful,Explanation gives only a generic orthographic category and omits the specific capitalization edit.,Explanation is generic orthographic guidance and explicitly omits the specific target edit.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation only gives a generic orthographic category and omits the specific they→They capitalization edit.
r10-faith-05918,P2,2,"rule_correctness_label, evidence_label",JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,R:SPELL,swapped_across_sentence,"It is true that consumers preffer to buy a product that has a lower price , but when international companies that has already the certification begins to send its market , people will preffer to consume theirs because the difference between prices is probbably not going to affect them to much . ","It is true that consumers prefer to buy a product that has a lower price, but when international companies that already have the certification begin to send its market, people will prefer to consume theirs because the difference between prices is probably not going to affect them too much.","replace ""to"" with ""too""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,Explanation refers to a different punctuation edit not present in this item.,Explanation refers to a different edit and unrelated span.,incorrect,valid,not_applicable,not_provided,unfaithful,"Explanation describes an unrelated punctuation edit, not replacing ""to"" with ""too""."
r10-faith-06546,P2,2,"rule_correctness_label, evidence_label",JFLEG,t5_base_grammar,sequence-to-sequence,correct_correction,R:PRON,wrong_direction,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,Because all those broad knowledge help them to understand their major in university as well as help them to make a correct choice in specializing study.,"replace ""they"" with ""them""","The sentence should change from ""them"" back to ""they"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation reverses the model edit direction.,Explanation reverses source and target and gives the wrong direction.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation reverses the direction of the model edit.
r10-faith-06713,P0,3,"edit_alignment_label, edit_validity_label, faithfulness_label",JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,R:OTHER,gee_style_automatic,Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today . ,"Thus, in concordance with the above, I agree wholeheartedly that in twenty years there will be fewer cars in use than there are today.","replace ""Thus"" with ""Thus,""","The phrase near span [0,1) violates R:OTHER; apply the grammar rule indicated by the local context.",partially_correct,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,unfaithful,,Explanation is generic and does not identify the comma insertion; comma after sentence adverb is stylistic/punctuational.,partially_correct,valid,not_applicable,not_provided,partially_faithful,Explanation points to the edited span but gives no specific comma rule or contextual evidence.
r10-faith-06709,P2,1,edit_validity_label,JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,U:PUNCT,generic,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ","If every person thinks to learn and understand lots of scientific subjects, any person will not do it and as a result of this any science isn't improved.","delete "".""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,uncertain,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Generic explanation; MODEL_EDIT seems inconsistent because prediction retains final period.,Generic explanation does not describe the final period deletion; source already ends with a period.,incorrect,uncertain,not_applicable,not_provided,unfaithful,Generic explanation; MODEL_EDIT deletion of final period is not clearly reflected because prediction still has a period.
r10-faith-05491,P2,1,edit_validity_label,JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,R:OTHER,masked_target_template,Thus even today sex is considered as the least important topic in many parts of India . ,"Thus, even today, sex is considered the least important topic in many parts of India.","replace ""Thus"" with ""Thus,""","This edit should replace ""Thus"" with ""[MASK]"" at source span [0,1) for R:OTHER.",partially_correct,partially_correct,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target punctuation is masked.,Target is masked; comma after sentence-initial connector is stylistic punctuation.,partially_correct,valid,not_applicable,not_provided,partially_faithful,Target is masked; explanation identifies the source span but gives no linguistic rule or evidence.
r10-faith-06462,P2,1,evidence_label,JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,R:NOUN,rule_only,Specializing in one particular subject does not suit our life in this era which is characterized by diversity and innovation ,"Specializing in one particular subject does not suit our life in this era, which is characterized by diversity and innovation.","replace ""innovation"" with ""innovation.""",Use the noun number or noun form required by the sentence. The explanation intentionally omits the target edit.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation addresses noun form, not the final punctuation edit.","The edit adds sentence-final punctuation, not a noun form change.",incorrect,valid,incorrect,not_provided,unfaithful,"The edit adds final punctuation, but the explanation gives an irrelevant noun-form rule and omits the target."
r10-faith-05798,P2,1,rule_correctness_label,JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,swapped_across_sentence,"Since most urban areas are occupied with cars , they are all facing up with an irresistible problem of air and noise pollution . ","Since most urban areas are occupied with cars, they are facing up to an irresistible problem of air and noise pollution.","replace ""cars ,"" with ""cars,""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,correct,incorrect,incorrect,incorrect,unfaithful,unfaithful,Explanation describes the same punctuation-spacing type but cites the wrong word.,"Explanation refers to wrong token ""community"" instead of ""cars"".",incorrect,valid,not_applicable,incorrect,unfaithful,"Explanation cites the wrong word span; the actual edit removes the space before the comma after ""cars""."
r10-faith-06756,P2,2,"rule_correctness_label, evidence_label",JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,R:OTHER,wrong_direction,Third the butt it in hte front of the door of store to make the poeple see it even if it is not good ,"Third, they put it in front of the door of the store to make the people see it, even if it is not good.","replace ""Third"" with ""Third,""","The sentence should change from ""Third,"" back to ""Third"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation reverses the edit direction.,Explanation reverses the edit direction and incorrectly states the comma should be removed.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation reverses the actual comma insertion edit.
r10-faith-06327,P2,1,evidence_label,JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_rule,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ","But in other ways, this makes other countries need to pay extra money to make , repair the roads. What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought only raising the gas tax is unfair.","replace ""unfair ."" with ""unfair.""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation calls for a comma, but the edit removes the space before a period.",Explanation refers to a comma and misdescribes the spacing/punctuation edit.,incorrect,valid,incorrect,not_provided,unfaithful,"Explanation calls for a comma, but the edit removes the space before the period."
r10-faith-06190,P2,1,evidence_label,JFLEG,t5_base_grammar,sequence-to-sequence,wrong_correction,M:DET,explicit_template,We have to know this problem it 's serious but almost people doens't know about this . ,"We have to know this problem is serious, but most people don't know about it.","replace ""serious"" with ""serious,""","This edit should replace ""serious"" with ""serious,"" at source span [8,9) for M:DET.",correct,correct,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"The edit is punctuation, but the explanation incorrectly labels it as M:DET.","The edit adds a comma before the coordinating conjunction ""but"", not for M:DET.",correct,valid,incorrect,not_provided,unfaithful,"Edit is punctuation, but explanation wrongly labels it as M:DET."
r10-faith-05651,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",JFLEG,t5_base_grammar,sequence-to-sequence,wrong_correction,R:SPELL,masked_target_template,For example they can play football whenever they want but the olders can not . ,"For example, they can play football whenever they want, but the older ones can not.","replace ""olders"" with ""older""","This edit should replace ""[MASK]s"" with ""[MASK]"" at source span [11,12) for R:SPELL.",partially_correct,uncertain,valid,uncertain,incorrect,uncertain,not_provided,uncertain,unfaithful,uncertain,"The masked edit matches the suffix removal, but treating this as spelling is misleading; the correction works with inserted ""ones"".",API failed,partially_correct,valid,not_applicable,not_provided,partially_faithful,Explanation masks the edited word and gives no real rule or contextual evidence.
r10-faith-06382,P2,1,evidence_label,JFLEG,t5_base_grammar,sequence-to-sequence,wrong_correction,R:NOUN:NUM,rule_only,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,"In the case of young people, the best way is to study as hard as possible to get better grades so in the future they will have a better chance to find better jobs.","replace ""jobs ."" with ""jobs.""",Use the noun number or noun form required by the sentence. The explanation intentionally omits the target edit.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation gives an irrelevant noun-form rule for a punctuation spacing edit.,Explanation discusses noun number and does not describe the spacing/punctuation edit.,incorrect,valid,incorrect,not_provided,unfaithful,"The edit fixes spacing before the period, but the explanation gives an irrelevant noun-form rationale."
r10-faith-06738,P2,2,"rule_correctness_label, evidence_label",JFLEG,t5_base_grammar,sequence-to-sequence,wrong_correction,R:OTHER,swapped_across_sentence,Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today . ,"Thus, in concordance with the above, I agree wholeheartedly that in twenty years there will be fewer cars in use than there are today.","replace ""whole heartedly"" with ""wholeheartedly""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,Explanation refers to an unrelated comma-spacing edit.,Explanation refers to a different edit/span not present in this item.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation refers to a different punctuation edit not present in this item.
r10-faith-06226,P0,3,"edit_alignment_label, edit_validity_label, faithfulness_label",JFLEG,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,wrong_direction,We have to know this problem it 's serious but almost people doens't know about this . ,"We have to know this problem is serious, but most people don't know about it.","delete ""this""","The sentence should change from """" back to ""this"".",uncertain,incorrect,uncertain,invalid,not_applicable,not_applicable,not_provided,not_provided,uncertain,unfaithful,"MODEL_EDIT says delete ""this"", but prediction replaces final ""this"" with ""it"" rather than deleting it.","Explanation reverses the edit and does not describe the deletion of ""this"".",incorrect,uncertain,not_applicable,not_provided,unfaithful,"The explanation reverses the deletion; validity depends on paired insertion of ""it""."
r10-faith-06577,P2,1,evidence_label,JFLEG,t5_base_grammar,sequence-to-sequence,wrong_correction,R:SPELL,wrong_rule,And it was very easy to me to understand why he always brang bad marks at home . ,And it was very easy for me to understand why he always brought bad marks home.,"replace ""brang"" with ""brought""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation concerns punctuation, not the irregular past-tense edit.","Explanation refers to punctuation/comma use, not the verb-form edit.",incorrect,valid,incorrect,not_provided,unfaithful,"Explanation concerns punctuation, not the verb-form edit from ""brang"" to ""brought""."
r10-faith-06435,P2,1,edit_validity_label,JFLEG,t5_base_grammar,sequence-to-sequence,overcorrection,U:PUNCT,wrong_target,So the school try learning the students a bit in every science exist . ,So the school tries to teach the students a bit about every science that exists.,"delete "".""","This edit should delete ""the"".",incorrect,incorrect,invalid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation targets ""the"" instead of the period; deleting the final period alone is not valid.","Explanation describes deleting ""the"", not the period deletion.",incorrect,uncertain,not_applicable,not_provided,unfaithful,"Explanation targets ""the,"" not the period; MODEL_EDIT deletion is not reflected in final prediction punctuation."
r10-faith-01766,P2,2,"rule_correctness_label, evidence_label",EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:PUNCT,wrong_direction,"Sometimes we go to partyies in the city , I dance in the parties with my friends .",Sometimes we go to parties in the city . I dance at parties with my friends .,"replace "","" with "".""","The sentence should change from ""."" back to "","".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation reverses the punctuation edit.,Explanation reverses the edit direction and misstates the target punctuation.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation reverses the punctuation edit direction.
r10-faith-03074,P0,4,"edit_alignment_label, edit_validity_label, evidence_label, faithfulness_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:OTHER,rule_grounded_automatic,But such a high level of development of Egyptian civilization has a negative side as well as positive .,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.","replace ""such"" with ""is""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""such"".",partially_correct,incorrect,stylistic,invalid,not_applicable,not_applicable,not_provided,incorrect,partially_faithful,unfaithful,"Explanation only points to ""such""; edit works as part of a larger existential rewrite.",The model edit does not match the source-to-prediction change; explanation is generic and cites wrong evidence.,incorrect,stylistic,not_applicable,not_provided,unfaithful,"Explanation is generic and does not specify changing ""such"" to ""is""; edit is part of optional restructuring."
r10-faith-00030,P0,3,"rule_correctness_label, evidence_label, faithfulness_label",EXPECT,coedit_large,instruction-following text editor,overcorrection,R:SPELL,explicit_template,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","replace ""chanched"" with ""changed""","This edit should replace ""chanched"" with ""changed"" at source span [2,3) for R:SPELL.",correct,correct,valid,valid,correct,not_applicable,correct,not_provided,faithful,partially_faithful,,,correct,valid,not_applicable,not_provided,partially_faithful,Pure edit description of a valid spelling correction; no rule or contextual evidence is provided.
r10-faith-05047,P2,1,evidence_label,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,wrong_rule,Specializing in one particular subject does not suit our life in this era which is characterized by diversity and innovation ,"Specializing in one particular subject does not suit our life in this era , which is characterized by diversity and innovation .","insert "".""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation refers to the comma edit, not the inserted final period.","Explanation describes comma use, but the edit is inserting a final period.",incorrect,valid,incorrect,not_provided,unfaithful,"Explanation describes inserting a comma, but the current edit inserts a final period."
r10-faith-02117,P2,2,"edit_validity_label, evidence_label",EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,wrong_rule,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,"Public transportation . Day by day , folks are more crazy about their own vehicles , which leads to a dark future for public transportation .","insert "".""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,uncertain,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation says to use a comma, but the model edit inserts a period.",MODEL_EDIT is an unclear period insertion; explanation cites comma and generic punctuation claim.,incorrect,valid,incorrect,not_provided,unfaithful,"Explanation calls for a comma, but the model edit inserts a period."
r10-faith-05350,P0,3,"rule_correctness_label, evidence_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,explicit_template,Third the butt it in hte front of the door of store to make the poeple see it even if it is not good ,"Third , , butt it in the front of the door of the store to make people see it even if it is not good .","replace ""hte"" with ""the""","This edit should replace ""hte"" with ""the"" at source span [5,6) for R:SPELL.",correct,correct,valid,valid,correct,not_applicable,correct,not_provided,faithful,partially_faithful,,,correct,valid,correct,correct,faithful,"Edit alignment, rule, and evidence are judged correct for this model edit."
r10-faith-03115,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:OTHER,wrong_target,But such a high level of development of Egyptian civilization has a negative side as well as positive .,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.","replace ""."" with ""side.""","This edit should replace ""the"".",incorrect,incorrect,valid,invalid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the final insertion of ""side"".","Explanation refers to replacing ""the"", which does not match the displayed punctuation/word edit.",incorrect,valid,not_applicable,not_provided,unfaithful,"Explanation refers to replacing ""the"", not adding ""side"" before the period."
r10-faith-00061,P2,1,evidence_label,EXPECT,coedit_large,instruction-following text editor,overcorrection,R:NOUN,masked_target_template,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","replace ""fact"" with ""fact,""","This edit should replace ""fact"" with ""[MASK]"" at source span [10,11) for R:NOUN.",partially_correct,partially_correct,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Target is masked, and R:NOUN misclassifies a punctuation edit.",Edit is a comma insertion after introductory phrase; explanation masks target and cites irrelevant NOUN rule.,partially_correct,valid,not_applicable,not_provided,partially_faithful,Target is masked; explanation identifies the edited token but gives no rule or contextual evidence.
